Generation,Best Solution,Fitness
1,72.30304264081805
2,72.30304264081805
3,72.6475516372007
4,73.21755743121565
5,74.31372241970593
6,74.48127906794657
7,74.54861491723955
8,74.99021281260276
9,75.10452716140247
10,75.3723046085908
11,75.68862650526941
12,76.3494573983307
13,76.3494573983307
14,76.44811224729482
15,77.77603783335161
16,77.77603783335161
17,78.16752532924099
18,78.49324292582095
19,78.49324292582095
20,78.88629637169389
21,79.21671181822452
22,79.21671181822452
23,79.54869321473872
24,79.54869321473872
25,79.68023301335755
26,79.95427426048012
27,80.43345495544872
28,81.32917834604363
29,81.38085469550103
30,81.39964609530371
31,81.53588374387321
32,81.74258914170281
33,81.90231604002568
34,81.97278378928577
35,82.19201678698383
36,82.19201678698383
37,82.69155483173869
38,82.78237993078501
39,82.91078782943673
40,83.30697317527678
41,83.68436712131414
42,83.71255422101818
43,83.71255422101818
44,83.71255422101818
45,84.16354781628274
46,84.16354781628274
47,84.44072096337243
48,84.44385286333954
49,84.52841416245165
50,84.76800450993596
51,84.76800450993596
52,84.76800450993596
53,85.22526190513476
54,85.22526190513476
55,85.22526190513476
56,85.87043329836045
57,85.87043329836045
58,85.87043329836045
59,85.90018634804805
60,85.90018634804805
61,85.94873079753833
62,86.33865234344415
63,86.33865234344415
64,86.33865234344415
65,86.42321364255625
66,86.42321364255625
67,86.61269359056672
68,87.00104918648898
69,87.13728683505849
70,87.24690333390751
71,87.4911915313425
72,87.56635713055326
73,87.96410842637687
74,87.96410842637687
75,88.06119732535743
76,88.2099625737954
77,88.25537512331856
78,88.25537512331856
79,88.33367262249644
80,88.33837047244711
81,88.3571618722498
82,88.39631062183874
83,88.51845472055622
84,88.60145006968477
85,88.78623216774456
86,88.93029956623185
87,89.39538671134844
88,89.47681611049343
89,89.47681611049343
90,89.57077310950689
91,89.67882365837235
92,89.67882365837235
93,89.67882365837235
94,89.7211043079284
95,89.74459355768177
96,89.97165630529761
97,89.97165630529761
98,89.97165630529761
99,89.97165630529761
100,90.07344305422885
